name,location,cuisines,highlights,cost_for_two,rating,budget_bucket
Behrouz Biryani,Kammanahalli,Biryani,"Mutton Dum Biryani, Gulab Jamun, Buttermilk, Raita, Paneer Biryani, Gosht Dum Biryani, Basmati Rice",650.0,3.9,medium
Only Parathas,Whitefield,"North Indian, Street Food, Biryani",,450.0,2.8,low
Krishna Food & Chats,JP Nagar,"North Indian, Chinese, Street Food",,200.0,,low
Parathe Ghar Ke,Bellandur,North Indian,,300.0,3.2,low
Pita Pit,Bellandur,"Healthy Food, Salad",,600.0,3.7,medium
Tandoori Club,HSR,"North Indian, Chinese, Continental",,750.0,,medium
Red Savina,Jakkur,"North Indian, South Indian, Chinese, Mughlai",,400.0,,low
Tongue Twisters,BTM,"Bengali, North Indian, Oriya","Veg Thali, Fish Thali",350.0,3.5,low
Keys Cafe - Keys Hotel,Electronic City,"Chinese, Continental, North Indian","Rasgulla, Kulfi, Lunch Buffet, Pasta, Biryani, Fish Curry, Fish Grill",1200.0,3.8,medium
Mughal Treat,Sarjapur Road,"Mughlai, North Indian, Chinese","Charcoal Chicken, Shawarma Roll, Chicken Curry, Chicken Biryani, Roti, Garlic Naan, Paneer Tikka Masala",700.0,3.6,medium
Season - Adarsh Hamilton,Richmond Road,"North Indian, Chinese, South Indian, Continental","Fish, Pepper Corn, Salads, Mutton Biryani, Lunch Buffet, Apple Pie, Dahi Vada",1200.0,4.3,medium
Chai Point,Cunningham Road,"Tea, Beverages, Fast Food","Banana Cake, Samosa, Poha, Maggi, Masala Chai, Sandwiches, Ginger Lemon Tea",250.0,3.8,low
Subway,Marathahalli,"Salad, Fast Food",,600.0,3.7,medium
Party Spice Food Hub,KR Puram,"North Indian, Chinese",,300.0,,low
Kritunga Restaurant,Marathahalli,"Andhra, Biryani, North Indian, Chinese","Mushroom Biryani, Bamboo Chicken, Pot Biryani, Chicken Biryani, Paneer Biryani, Mutton Biryani, Dum Biryani",650.0,3.8,medium
Blue Wings Bar & Restaurant,Banashankari,"North Indian, Chinese",,700.0,3.7,medium
Aahar Cafe,Basavanagudi,South Indian,,100.0,,low
UKIYO,BTM,"Beverages, Sandwich, Chinese",,300.0,,low
Ayodhya Upachar,Banashankari,"South Indian, North Indian, Chinese, Street Food","Panneer Butter Masala, Vada, Curd Rice, Idli, Jeera Rice, Naan, Kulcha",200.0,4.3,low
Coastal Delight,Indiranagar,"Seafood, South Indian, North Indian, Mangalorean, Chinese","Sea Food, Neer Dosa, Murgh Ghee Roast, Chicken Sukha, Chicken Curry, Prawn Ghee Roast, Fish Fry",650.0,4.1,medium
Sherlock's Pub,Brookefield,"Continental, North Indian, Chinese","Pasta, Beer, Pepper Chicken, Onion Rings, Mocktails, Supreme Pizza, Fish Finger",1500.0,3.5,high
Meat And Eat,Whitefield,"Fast Food, Burger",,500.0,3.4,low
Sweetie Celebrations Cafe,New BEL Road,"Desserts, Beverages",,300.0,,low
Maraheb Restaurant,Kalyan Nagar,Arabian,"Kunafa, Tea, Mutton Madfoon, Mutton Ribs, Salad, Lamb Ribs, Arabic Cuisine",1000.0,4.2,medium
The Sweet Spot,Koramangala 6th Block,Desserts,"Brownie, Vanilla Ice Cream",300.0,4.0,low
Two Friends Cauldron,JP Nagar,"Continental, Italian, American","Butter Beer, Pasta, Fries, Burgers, Exotic Veg Pizza, Potato Wedges, Veggie Pizza",700.0,4.1,medium
Hotel Janatha,Malleshwaram,South Indian,"Masala Dosa, Filter Coffee, Tea, Onion Dosa, Vada Sambar, Badam Milk, Badam Halwa",150.0,4.1,low
Jigarthanda,Malleshwaram,"Beverages, Rolls",,300.0,3.5,low
Nandhana Palace,Bannerghatta Road,"Andhra, Biryani, North Indian, Chinese","Chicken Guntur, Hyderabadi Chicken Biryani, Andhra Meal, Mutton Biryani, Vegetable Biryani, Andhra Style Chilli Chicken, Mojito",800.0,4.1,medium
1722 Urban Bistro,Koramangala 5th Block,"North Indian, Chinese, Fast Food, Biryani","Burgers, Pasta, Pizza, Biryani, Veg Burger, Chicken Burger, Chicken Lollipop",600.0,4.1,medium
The Table,Jayanagar,"Bakery, Desserts",,400.0,,low
The Rasaganga,HSR,"South Indian, North Indian, Chinese, Street Food","Coffee, Dahi Vada, Chaat",300.0,3.9,low
Chowmein,Basaveshwara Nagar,"Chinese, North Indian, Momos, Biryani","Noodles, Chilli Chicken, Biryani, American Chopsuey, Chinese Bhel, Chowmein, Prawn",800.0,3.8,medium
Jonah's,Indiranagar,"Italian, Seafood, American, Continental","Pizza, Cocktails, Pasta, Mushroom Soup, Panna Cotta, Mocktails, Sandwich",1100.0,4.1,medium
Shree Sagar,Yeshwantpur,"South Indian, North Indian, Chinese",,450.0,2.9,low
Gold Bean,HSR,Cafe,"Burgers, Tea, Hot Coffee, Hot Chocolate, Cappuccino, Fries, Veg Burger",550.0,2.5,low
Cafe Olive,Bellandur,"Cafe, European, Beverages, Italian","Pasta, Pizza, Burgers, Sandwiches, Greek Salad, Sandwich, French Fries",550.0,3.8,low
Dialogues,Koramangala 4th Block,"Cafe, Continental","Poha, Momos, Chai, Pasta, Tea, Pancakes, Chicken Sandwich",600.0,4.1,medium
Opt For Fitness,Kammanahalli,"Continental, Healthy Food",,400.0,3.4,low
Cafe 19,Marathahalli,"Cafe, Fast Food",,350.0,,low
Dezzertz,HBR Layout,Bakery,,200.0,,low
Chatpata,Brookefield,Street Food,,500.0,3.2,low
Uncle's Kitchen,BTM,"North Indian, Chinese, Fast Food",,450.0,3.3,low
Tap House Resto Bar,Electronic City,"Chinese, North Indian, Thai",Masala Papad,900.0,3.4,medium
Anand Sweets and Savouries,Frazer Town,"Mithai, Street Food",,400.0,3.9,low
The Breakfast Truck,Koramangala 6th Block,Continental,"English Breakfast, Eggs, Baked Beans, Oreo Pancake, Nutella Pancakes, French Toast, Omelette",550.0,3.8,low
Risalo Restaurant,Brookefield,"North Indian, Chinese",,400.0,,low
Patio 805,Jayanagar,"Thai, Vietnamese, Asian, Chinese","Noodles, Laksa Soup, Coffee, Veg Fritters, Vegetarian, Babycorn Manchurian, Mango Salad",1200.0,4.1,medium
World In A Bowl,Hennur,"Continental, North Indian, Desserts, Beverages",,600.0,3.6,medium
Brews N Bites,Bannerghatta Road,"Chinese, Fast Food, Cafe, Street Food, Finger Food",Thin Crust Pizza,650.0,2.7,medium
The Underground Gastropub,Koramangala 5th Block,Finger Food,,1000.0,3.0,medium
Bhukkad,Bannerghatta Road,"Healthy Food, Fast Food",,250.0,3.1,low
Cafe of Joy,Whitefield,Continental,"Breads, Cappuccino, Cheesecake",600.0,3.7,medium
The Flying Trapeze,Koramangala 5th Block,"Continental, North Indian, Chinese, Modern Indian, Asian",Beef Nachos,1500.0,,high
Loveshack,Domlur,"Continental, Pizza, North Indian, Goan, Cafe","Corn Balls, Cocktails, Mocktails, Sunday Brunch, Fish, Chicken Wings, Nachos",1600.0,4.0,high
Marwari Basa,Bellandur,"Rajasthani, North Indian",,300.0,3.1,low
The Lobby Brew - Conrad Bengaluru,Ulsoor,"Cafe, North Indian, Fast Food",,2200.0,3.8,high
Indian Chicken Biryani Point,Richmond Road,"Biryani, South Indian",,300.0,3.3,low
Lunchwala,Hennur,"North Indian, Bengali",,400.0,,low
Chandrappa Hotel,Yeshwantpur,"South Indian, North Indian, Chinese","Pork Pepper Fry, Mutton Chops, Mutton Biryani, Chicken Fry, Garlic Chicken, Akki Rottis, Pepper Chicken",450.0,4.2,low
VMS Star Biriyani,Electronic City,"Biryani, South Indian",,350.0,3.1,low
Sethi's,Sanjay Nagar,"North Indian, Chinese",,600.0,,medium
Garage Food Company,HSR,"Chinese, Momos",,300.0,3.9,low
Hotel Abhilash,Frazer Town,South Indian,,200.0,,low
In Time Cane Juice,Kumaraswamy Layout,"Juices, Beverages",,100.0,3.5,low
Drunken Monkey,Marathahalli,"Beverages, Fast Food",Sandwich,500.0,3.9,low
Hotel Shri Raghavendra,Majestic,"South Indian, North Indian",,150.0,3.0,low
Sector 7 CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,HSR,"Cafe, Continental, Pizza, Salad","Pizza, Pancakes, Pasta, Burgers, Buffalo Wings, Peri Peri Chicken Steak, Latte",700.0,4.3,medium
The Chef's Kitchen,Kalyan Nagar,"Continental, North Indian, Chinese","Pasta, Honey Chilli Chicken, Noodles, Tandoori Chicken, Chicken Biryani, Fish, Murgh Patiala",800.0,3.8,medium
Fish Corner,Yeshwantpur,"North Indian, Chinese, Seafood","Chicken Sukha, Neer Dosa",400.0,3.7,low
Hotel Kakatiya,Nagawara,"Andhra, North Indian, Chinese, Biryani",,350.0,3.7,low
Abbabi Chicken,Bellandur,Fast Food,"Rolls, Chicken Shawarama, Chicken Shwarma Roll, Abbabi Chicken, Shawarma Roll",200.0,3.7,low
KFC,HSR,"Burger, Fast Food","Burgers, Crispy Chicken, Fiery Chicken, Chicken Wings, Chicken Grill, Rice Bowl, Hot Wings",400.0,3.6,low
Mega Bite,Whitefield,"North Indian, Chinese, South Indian, Continental","Breakfast Buffet, Paratha, Rice",1100.0,3.5,medium
Anupam's Coast II Coast,Koramangala 6th Block,"Seafood, Mangalorean, North Indian, Chinese","Neer Dosa, Murgh Ghee Roast, Sea Food, Fish, Ghee Rice, Appam, Prawn Ghee Roast",700.0,4.1,medium
Noon's,HSR,Biryani,"Chicken Biryani, Hyderabadi Dum Biryani, Raita",300.0,4.2,low
Sidra Eatery,Kammanahalli,"North Indian, Continental",,400.0,3.9,low
Skoolroom,Ulsoor,"Cafe, Continental, Italian, Burger, Beverages","Chocolate Overload, Burgers, Pasta, Peri Peri Chicken Pizza, Peri Peri Chicken Burger, Momos, Freak Shake",700.0,4.3,medium
Nossa Goa,Richmond Road,"Goan, Seafood, Konkan, Desserts","Breakfast Platter, Roast Chicken, Sea Food, Calamari, Waffles, Chorizo Pav, Prawn",1000.0,4.1,medium
Dakshin Grand,Banashankari,"South Indian, North Indian, Chinese, Street Food",,300.0,3.0,low
The Brekkie Shop,Indiranagar,"Healthy Food, Sandwich",,300.0,3.7,low
Hotel Junior Kuppanna,HSR,"Chettinad, South Indian","Chicken Curry, Mutton Biryani, Paratha, Kothu Parotta, Mutton Fry, Pallipalayam Chicken, Chicken Biryani",550.0,3.1,low
Amma's Pastries,Basavanagudi,Bakery,"Donut, Chocolate Cheese",400.0,3.9,low
UNIK Food,Jayanagar,"North Indian, Chinese",,300.0,3.3,low
Wow Vada Pav,Indiranagar,"Street Food, American",,250.0,3.6,low
Asia Kitchen By Mainland China,Koramangala 5th Block,"Asian, Chinese, Thai, Momos","Chicken Dim Sum, Pad Thai Noodle, Jumbo Prawns, Cocktails, Prawn Sushi, Treasure Soup, Chocolate Roll",1500.0,4.9,high
Roll Over,Malleshwaram,"Ice Cream, Beverages, Fast Food","Fries, Ice Cream Roll, Rolls",500.0,3.9,low
Shawarma Bite,BTM,Arabian,,200.0,,low
Jayanagara Donne Biryani,Jayanagar,"Biryani, South Indian",,400.0,3.6,low
New Tandoori Point,Marathahalli,"North Indian, Chinese","Biryani, Tandoori Chicken",600.0,2.4,medium
Kobe Sizzlers,Koramangala 5th Block,"American, Continental, Fast Food, Steak","Salads, Lamb, Sandwiches, Ice Tea, Chicken Salad, Steak, Chicken Shashlik",1000.0,4.1,medium
Reddy's Paradise,HSR,Andhra,,700.0,3.1,medium
Reddy's Restaurant,Sarjapur Road,"Andhra, Biryani, South Indian, Chinese",,500.0,3.6,low
Euki,Jayanagar,"Italian, Mexican","Pasta, Pizza, Nachos, Tiramisu, Peri Peri Fries, Mexican Bowl, Mocktails",900.0,4.0,medium
Kitchen24,BTM,"Italian, Continental, Chinese, Thai, American, Arabian",,300.0,,low
Up Shawarma,Bellandur,Arabian,,150.0,3.4,low
Float,Marathahalli,"North Indian, Japanese","Butter Fish, Chicken Burritos, Cocktails, Mocktails, Rabri, Exotic Veg Pizza, Potato Wedges",1500.0,4.4,high
Ooty Dreams,Bannerghatta Road,"Desserts, Ice Cream",,250.0,,low
Prost Brew Pub,Koramangala 4th Block,"American, Continental, North Indian, Salad","Mango Cider, Cajun Potato, Nachos, Salads, Pizza, Wheat Beer, Pork Ribs",1800.0,4.5,high
Mr. Chaiwala,Kalyan Nagar,North Indian,,100.0,,low
The Cool Zone,Domlur,"Beverages, Juices",,100.0,,low
Manashi Paratha & Pav Bhaji,HSR,"Fast Food, North Indian",,200.0,,low
Punjab Di Shaan,HSR,North Indian,,450.0,3.0,low
Cobaja,Brigade Road,"Seafood, South Indian, Bar Food, Mangalorean, Konkan","Badam Milk, Cocktails, Mutton Liver Fry, Paan Mojito, Veg Thali, Mocktails, Neer Dosa",700.0,4.3,medium
S L N Paratha Center,New BEL Road,North Indian,,200.0,3.3,low
The Chef Couple,Sarjapur Road,"North Indian, Mughlai, Chinese",,750.0,3.4,medium
Five Star New Ambur Biryani,BTM,"Biryani, North Indian, Kebab, Chinese",,300.0,,low
Cinnamon,HSR,"North Indian, Chinese, Biryani","Raita, Tandoori Chicken, Egg Chilli, Hakka Noodles, Chicken Taka Tak, Palak Paneer, Veg Pulao",550.0,3.9,low
Melting Cakes,Sarjapur Road,Bakery,,600.0,,medium
Dhaba Estd 1986 Delhi,Marathahalli,North Indian,"Mutton Curry, Lassi, Dal Makhani, Chicken Butter Masala, Pav Bhaji, Chicken Curry, Paneer Tikka",1100.0,4.4,medium
FreshPhulka,HSR,North Indian,,150.0,3.8,low
KFC,Brigade Road,"Burger, Fast Food","Burgers, Ginger Chicken, Virgin Mojito, Popcorn, Rice Bowl",450.0,3.8,low
Cloud Foods,HSR,"Chinese, North Indian, Kerala, Seafood, Fast Food",,600.0,,medium
Kapoor's Cafe,Whitefield,North Indian,"Paratha, Matka Lassi, Rabri, Masala Soda, Chaach, Veg Kolhapuri, Punjabi Lassi",800.0,4.2,medium
Mr. Beans - Home Cafe,Koramangala 3rd Block,"Cafe, Continental, Italian","Coffee, Pasta, Salads, Tiramisu, Pizza, Waffles, Pancakes",1000.0,4.2,medium
The Hyderabad Chefs,Whitefield,"North Indian, Hyderabadi, Andhra, Chinese",,600.0,2.8,medium
Tenzin Kitchen,Koramangala 7th Block,"Tibetan, Chinese, Momos","Momos, Noodles, Thukpa, Teriyaki Chicken, Chicken Chowmein, Clear Chicken Soup, Beef Chilli",450.0,4.2,low
Samrat Regency Bar And Restaurant,Koramangala 6th Block,"North Indian, Chinese",,800.0,3.8,medium
Flow - Terrace Bar & Grill,JP Nagar,"Pizza, Continental, North Indian, Chinese","Cocktails, Pizza, Chicken Tikka, Fish, Burgers, Nachos, Almond Flakes",1000.0,3.8,medium
Nite Out,Koramangala 4th Block,"North Indian, Chinese, Biryani","Chicken Boneless Biryani, Brownie, Rolls, Chicken Masala, Chocolate Milkshake, Chicken Curry, Noodles",500.0,4.0,low
Shanthi Sagar,Koramangala 6th Block,South Indian,,250.0,3.4,low
Bengaluru Restaurant,Electronic City,"North Indian, South Indian",,1500.0,3.1,high
Taco Bell,Bannerghatta Road,"Mexican, American, Fast Food","Nachos, Tacos, Burrito, Mexican Pizza, Cheesy Fiesta Potato, Fries, Rice Bowl",600.0,4.0,medium
Hotel Chandrika,Cunningham Road,"South Indian, North Indian, Chinese, Street Food","Thali, Filter Coffee, Vada, Rava Idli, Masala Dosa, Stuffed Kulcha, Naan",400.0,3.8,low
The Black Pearl,Koramangala 5th Block,"North Indian, European, Mediterranean","Chocolate Lollipop, Chocolate Biscuit, Fire Shots, Sangria, Chocolate Ganache, Paneer Makhani, Corn Fry",1400.0,4.7,medium
One For The Road,Whitefield,"Continental, North Indian, Finger Food","Cocktails, Pasta, Fish",1200.0,4.1,medium
Balaji Foods,Electronic City,South Indian,,250.0,,low
Sri Vishnu Grand & Garden Restaurant,Sarjapur Road,"South Indian, North Indian, Fast Food",,500.0,3.8,low
Vishal Foods,Bellandur,Fast Food,,300.0,,low
Marzipan @ The Bohemian House,Richmond Road,Cafe,,,4.2,high
Atithi Family Bar & Restaurant,Bellandur,"North Indian, South Indian, Andhra",,500.0,3.6,low
Hotel Green Palace,Electronic City,"North Indian, South Indian, Kerala",,200.0,,low
CakeZone,Koramangala 4th Block,"Bakery, Desserts","Cup Cake, Blueberry Cheesecake, Coffee, Cake Pops, Pineapple Cake, Brownie",500.0,3.9,low
Marenahalli Donne Biriyani,JP Nagar,"Biryani, Fast Food",,300.0,3.9,low
Delicacy,Koramangala 4th Block,"Chinese, Thai, Momos","Noodles, Momos, Chicken Manchow Soup, Chicken Noodle, Prawn, Chicken Honey, Thai Rice",500.0,3.9,low
Amma's Pastries,HBR Layout,Bakery,"Veg Puff, Egg Puff",400.0,3.9,low
Maa Durga Fast Food,Koramangala 8th Block,"North Indian, Fast Food",,300.0,3.6,low
Costa Coffee,Koramangala 4th Block,"Cafe, Fast Food","Cappuccino, Pesto Sandwich, Brownie, Latte, Hot Chocolate, Sausage Roll, Sandwiches",500.0,4.0,low
Urvashi,HSR,"South Indian, Chinese, Seafood, Biryani",,600.0,,medium
Hotel Coorg Style,JP Nagar,South Indian,,350.0,3.1,low
eat.fit,Indiranagar,"Healthy Food, North Indian, Biryani, Continental, Sandwich, Desserts","Sandwiches, Salads, Paratha, Chicken Curry, Dal Makhani, Noodles, Apple Mojito",500.0,4.5,low
Hotel Dine City,HSR,"North Indian, South Indian, Chinese, Arabian",,800.0,3.4,medium
Shee-Sha Cafe,Bannerghatta Road,"Cafe, North Indian, Chinese, Continental",,800.0,3.6,medium
Dakshin,Wilson Garden,South Indian,Chicken Biryani,450.0,3.5,low
Rayalaseema Abhiruchulu,BTM,"North Indian, South Indian, Chinese",,250.0,,low
Shiv Sagar,Brigade Road,"South Indian, Chinese, North Indian",,250.0,,low
CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Mor'ish,Richmond Road,"BBQ, Continental, Burger, Wraps, Pizza, Cafe","Coffee, Pizza, Pasta, Burgers, Tomato Soup, Eggs Benedict, Brownie Fudge",700.0,4.1,medium
Amaravathi Mess,Electronic City,"Andhra, Biryani",,400.0,3.6,low
Hunger Night King,Koramangala 2nd Block,"North Indian, Chinese",,400.0,3.6,low
Wat-a-Biryani,Basaveshwara Nagar,Biryani,,500.0,3.0,low
Waffle Magic,Indiranagar,"Cafe, Desserts","Sandwiches, Blueberry Waffles, Fruit Pancake, Blueberry Pancakes, Belgian Waffles, Chocolate Chip Waffle, Banana Caramel",700.0,4.2,medium
Namdhari's Salad Bar,Indiranagar,"Salad, Fast Food","Salads, Pasta, Sandwiches, Momos, Hakka Noodles, Veg Salad, Russian Salad",400.0,3.9,low
Skyline Family Restaurant,Shanti Nagar,"North Indian, Chinese, Seafood, Mangalorean",,550.0,3.4,low
Sai Bhavan Veg & Non Veg,Banaswadi,"Mughlai, Chinese, South Indian",,400.0,3.2,low
Empire Restaurant,JP Nagar,"Kerala, Seafood, South Indian, Chinese, North Indian, Charcoal Chicken, Beverages",,400.0,3.6,low
The Kitchen Story,HSR,"North Indian, Chinese",,300.0,3.3,low
Odians,Marathahalli,"North Indian, Chinese, Oriya",,500.0,3.2,low
Cafe Coffee Day,Bellandur,"Cafe, Fast Food",Hot Coffee,900.0,3.1,medium
Delicious Mom's Kitchen,BTM,"Bengali, North Indian",,200.0,,low
Kavya Sagar,Richmond Road,"South Indian, North Indian",,250.0,2.9,low
Desi Jalpaan,JP Nagar,"Street Food, North Indian",,150.0,,low
Vietnamese Kitchen,Banashankari,Vietnamese,"Pho, Papaya Salad, Coffee, Veg Momos, Rolls",700.0,3.6,medium
Cream Chemistry,Koramangala 5th Block,"Ice Cream, Desserts","Rolls, Chocolate Icecreams, Red Velvet Ice Cream, Ice Cream Roll, Waffles",500.0,3.9,low
Pohawala,Bannerghatta Road,Fast Food,,100.0,,low
Tandoor Dum,JP Nagar,North Indian,,600.0,,medium
Delight Food,BTM,"Andhra, Chinese, Biryani","Biryani, Noodles",450.0,2.6,low
Andhra Biryani & Curries,Electronic City,"North Indian, South Indian, Chinese, Andhra, Biryani",,400.0,3.1,low
Freshies Gourmet Salads,HSR,"Salad, Healthy Food",,350.0,3.7,low
Coffee Cafe,JP Nagar,South Indian,,100.0,,low
Uppercut - Sheraton Grand Bengaluru Whitefield Hotel...,Whitefield,BBQ,"Lamb Chops, Crepe Suzette, Cocktails, Steak, Molten Chocolate Cake, Lobster Bisque, Sea Food",2000.0,4.3,high
Konark Vegetarian Restaurant,Commercial Street,"North Indian, Chinese, South Indian","Badam Halwa, Carrot Halwa, Panneer Butter Masala, Filter Coffee, Vegetarian, Manchurian, Masala Buttermilk",700.0,4.1,medium
Ambur Dum Biryani,Electronic City,"Biryani, Fast Food",,300.0,,low
La Passion Cafe,BTM,Cafe,,500.0,,low
Kaulige Millet Corner,Brigade Road,"Healthy Food, South Indian",,300.0,4.0,low
Petoo,BTM,"North Indian, Fast Food, Street Food",,550.0,4.0,low
Roll Er Dokaan,Jeevan Bhima Nagar,"Street Food, Rolls","Rolls, Paratha, Double Egg Roll",300.0,3.9,low
Indian Chicken Biryani Point,Vijay Nagar,Biryani,,250.0,3.1,low
Daivik,Race Course Road,"North Indian, South Indian, Chinese",,650.0,3.3,medium
Amjad Bhai's Star Hotel - Home Food Only,BTM,"North Indian, South Indian",,300.0,,low
Sri Vasavi Restaurant,Bellandur,"Chinese, Biryani",,250.0,3.6,low
Dodda Mane Baaduta,Banashankari,"North Indian, South Indian, Chinese, Biryani",,250.0,3.5,low
Bhoja99,BTM,North Indian,,200.0,,low
Chinese Street,Whitefield,Chinese,"Manchurian, Chop Suey, Chilli Paneer, Hunan Chicken",650.0,3.1,medium
Natural Ice Cream,Basaveshwara Nagar,"Ice Cream, Beverages","Chocolate Icecreams, Waffle Cone",200.0,4.2,low
Nutri Fit,HSR,Healthy Food,,300.0,3.4,low
Prakruthi Restaurant,Bommanahalli,"Andhra, North Indian",,400.0,3.2,low
BISO - Citrus Hotels,Cunningham Road,"North Indian, South Indian, Italian, Continental","Fish, Peas Pulao, Naan, Kulcha",1100.0,3.9,medium
Mangalore pearl - Seafood Restaurant,Frazer Town,"Mangalorean, Seafood","Sea Food, Neer Dosa, Fish, Caramel Pudding, Curry Crab, Bombil Fry, Masala Prawn",700.0,4.3,medium
Aashish Foods,Brookefield,North Indian,Paratha,150.0,2.7,low
Mahek Pizza,JP Nagar,Pizza,,400.0,3.9,low
Jai Karnataka Biryani Paradise,Nagawara,North Indian,,150.0,,low
New Grand Restaurant,BTM,"North Indian, South Indian, Biryani",,500.0,3.1,low
Swagatham Rayalaseema Ruchulu,Kalyan Nagar,,,600.0,3.3,medium
Cafe Mozaic - Taj MG Road Bengaluru,MG Road,"North Indian, Italian, South Indian, Continental, Cafe, Salad","Paneer Lababdar, Sandwiches, Oysters, Paratha, Coffee, Jeera Rice, Biryani",2500.0,4.1,high
Le Charcoal,Brookefield,"Arabian, Lebanese, Mughlai, North Indian, BBQ","Gajar Ka Halwa, Tandoori Chicken, Gulab Jamun, Mutton Seekh Kebab, Al Faham Chicken, Mutton Biryani, Fish",600.0,3.9,medium
Sri Udupi Grand,Whitefield,"South Indian, Chinese",,200.0,3.3,low
The Malabari,Electronic City,"South Indian, Fast Food",,300.0,,low
Salt And Spice,Electronic City,"North Indian, Kerala",,450.0,3.2,low
Juice Junction Food Court,Koramangala 6th Block,"Beverages, Juices, Fast Food","Tea, Chai, Sandwiches, Sandwich",250.0,3.7,low
Bharatkhana,Marathahalli,"North Indian, Bengali, Chinese, Beverages",,500.0,3.4,low
New Udupi Fresh Juice Centre,CV Raman Nagar,"Juices, Desserts, Fast Food",,200.0,3.4,low
Shree Thali,Koramangala 5th Block,North Indian,"Veg Thali, Paratha, Kadhi, Shrikhand, Buttermilk, Sweet Lassi, Bati Churma",150.0,4.1,low
PK Dhaba,Marathahalli,"North Indian, Fast Food, Beverages",,250.0,,low
Nimma Mane,Domlur,South Indian,,100.0,,low
Chickpet Donne Biryani House,Marathahalli,"Biryani, South Indian, Fast Food","Chicken Biryani, Mutton Biryani",600.0,3.7,medium
Hotel Khaaja,Bannerghatta Road,"Biryani, Fast Food",,250.0,3.1,low
Cold Smith Ice Creams,Nagawara,"Ice Cream, Desserts",,450.0,4.1,low
